R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details
Jacob Volkmann,Bobby Green,-430,380,23.25581395,380.0,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,1,0,14.22222222,0.375555556,1.6666666669999999,2.222222222,0.401111111,5,3,21,0,0,2,3,0,1,0,6,Southpaw,175.26,180.34,155,32,26,0,-1,-5,-6,3,-21,0,0,-1,2.54,0.0,6,-14.22222222,-1.6666666669999999,-2.222222222,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Yves Edwards,Isaac Vallie-Flagg,-215,195,46.51162791,195.0,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,0,1,0,25.25,0.480625,0.625,0.25,0.1875,6,6,35,0,0,1,2,5,2,0,10,Southpaw,175.26,185.42,155,36,34,0,-1,-6,-10,6,-35,0,-5,-2,-2.54,-12.7,2,-25.25,-0.625,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Chico Camus,Dustin Kimura,-135,125,74.07407407,125.0,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,0,1,0,32.0,0.71,1.0,2.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,167.64,125,28,23,0,-1,-1,-1,0,-3,0,0,0,2.54,12.7,5,-32.0,-1.0,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Edwin Figueroa,Francisco Rivera,275,-305,275.0,32.78688525,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,1,0,0,47.33333333,0.536666667,1.0,0.0,0.0,1,2,7,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,0,2,0,36.33333333,0.51,0.333333333,0.0,0.0,2,1,8,0,0,1,0,1,0,0,2,Orthodox,170.18,175.26,135,28,31,-1,-2,-1,-1,-1,-1,0,-1,0,2.54,-2.54,-3,11.0,0.666666667,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Demetrious Johnson,John Dodson,-245,205,40.81632653,205.0,1/26/2013,"Chicago, Illinois, USA", USA,Red,True,Flyweight,MALE,5,0,3,0,40.0,0.306666667,0.0,0.666666667,0.166666667,3,0,6,1,0,0,1,2,0,0,3,Orthodox,160.02,167.64,135,0,2,0,59.33333333,0.47666666700000004,0.0,3.833333333,0.428333333,2,2,22,2,0,1,3,0,0,0,4,Orthodox,160.02,167.64,125,26,28,0,1,1,-1,2,-16,-1,2,0,0.0,0.0,-2,-19.33333333,0.0,-3.1666666660000002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Rampage Jackson,Glover Teixeira,215,-235,215.0,42.55319149,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,2,0,50.0,0.54,1.0,1.5,0.5,2,0,3,0,0,0,0,0,1,1,2,Orthodox,187.96,193.04,205,2,0,0,32.90909091,0.470909091,0.0,0.545454545,0.23363636399999999,3,4,33,4,0,1,3,3,0,0,7,Orthodox,185.42,185.42,205,34,33,2,2,-1,-5,4,-30,-4,-2,1,2.54,7.62,1,17.09090909,1.0,0.954545455,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,
Anthony Pettis,Donald Cerrone,-150,140,66.66666667,140.0,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Lightweight,MALE,3,0,2,0,49.85714286,0.484285714,0.28571428600000004,0.571428571,0.154285714,4,1,14,0,0,0,2,2,2,0,6,Orthodox,185.42,185.42,155,0,2,0,14.66666667,0.386666667,0.333333333,2.0,0.22,2,1,7,0,0,1,0,1,0,0,2,Orthodox,177.8,182.88,170,25,29,0,0,2,4,0,7,0,1,2,7.62,2.54,-4,35.19047619,-0.047619047000000005,-1.428571429,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick
Erik Koch,Ricardo Lamas,-225,205,44.44444444,205.0,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,0,3,0,20.33333333,0.43,1.6666666669999999,1.0,0.276666667,3,0,6,0,0,0,1,1,1,0,3,Orthodox,172.72,180.34,145,0,2,0,22.0,0.29,0.0,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,177.8,180.34,155,24,30,0,1,1,1,0,2,0,0,1,-5.08,0.0,-6,-1.66666667,1.6666666669999999,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows
TJ Grant,Matt Wiman,-185,170,54.05405405,170.0,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Lightweight,MALE,3,0,2,0,33.61538462,0.509230769,1.384615385,1.846153846,0.44076923100000004,4,4,29,0,0,0,4,2,3,0,9,Orthodox,177.8,172.72,155,0,3,0,47.77777778,0.51,0.5555555560000001,1.5555555559999998,0.373333333,3,3,25,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,155,28,29,0,-1,1,3,-1,4,0,1,2,0.0,-10.16,-1,-14.16239316,0.8290598290000001,0.29059829,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows
Clay Guida,Hatsu Hioki,-210,190,47.61904762,190.0,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,36.0,0.483333333,0.666666667,2.666666667,0.493333333,2,1,9,0,0,1,1,0,0,0,2,Orthodox,180.34,177.8,145,2,0,0,28.1875,0.34125,0.8125,3.0,0.395,4,7,44,0,0,2,2,1,4,0,9,Orthodox,170.18,177.8,155,31,29,1,0,-2,-7,6,-35,0,-1,-4,10.16,0.0,2,7.8125,-0.145833333,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Mike Stumpf,Pascal Krauss,250,-275,250.0,36.36363636,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,41.5,0.425,1.0,2.0,0.54,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,182.88,170,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,26,25,0,0,1,1,0,5,0,0,0,7.62,2.54,1,41.5,0.0,2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Ryan Bader,Vladimir Matyushenko,-525,450,19.04761905,450.0,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,17.54545455,0.493636364,0.090909091,1.727272727,0.41272727299999995,2,4,23,1,0,1,3,3,0,0,7,Orthodox,182.88,187.96,205,1,0,0,23.9,0.358,0.2,2.0,0.254,5,3,22,1,0,0,4,3,0,0,7,Orthodox,187.96,187.96,205,29,42,0,0,-3,0,-1,1,0,0,0,-5.08,0.0,-13,-6.35454545,-0.109090909,-0.272727273,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke
Mike Russow,Shawn Jordan,-130,120,76.92307692,120.0,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,39.5,0.46,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Southpaw,182.88,190.5,260,1,0,0,14.6,0.418,0.4,3.4,0.364,4,1,12,0,0,0,2,1,0,1,4,Orthodox,185.42,185.42,255,36,28,0,0,-3,-3,0,-7,0,-1,0,-2.54,5.08,8,24.9,-0.4,-3.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,
Rafael Natal,Sean Spencer,-235,215,42.55319149,215.0,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,190.5,170,1,0,0,38.6,0.466,0.4,3.0,0.322,2,3,14,0,0,0,2,0,0,0,2,Orthodox,182.88,193.04,185,30,25,1,0,-2,-2,3,-14,0,0,0,-5.08,-2.54,5,-38.6,-0.4,-3.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle
Simeon Thoresen,David Mitchell,-230,210,43.47826087,210.0,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,18.0,0.455,3.0,1.0,0.33,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,1,0,0,27.0,0.43,1.5,0.5,0.125,1,1,3,0,0,0,0,0,1,0,1,Orthodox,185.42,200.66,170,28,33,-1,0,-1,-1,-1,3,0,0,-1,-2.54,-7.62,-5,-9.0,1.5,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Vitor Belfort,Michael Bisping,-121,111,82.64462809999999,111.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,5,0,1,0,49.41176471,0.417647059,0.294117647,1.529411765,0.392941176,4,4,40,1,0,1,4,8,0,0,13,Orthodox,185.42,190.5,185,1,0,0,10.1875,0.51125,0.5,0.375,0.171875,3,6,25,5,0,0,0,7,2,1,10,Southpaw,182.88,187.96,185,35,33,1,1,1,3,2,15,-4,0,-2,2.54,2.54,2,39.22426471,-0.20588235300000002,1.154411765,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick
Daniel Sarafian,CB Dollaway,-140,130,71.42857143,130.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Middleweight,MALE,3,0,1,0,12.8,0.444,0.9,2.1,0.53,3,4,17,1,0,0,3,1,2,0,6,Orthodox,187.96,193.04,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,30,29,0,1,3,6,-4,17,1,1,2,12.7,7.62,1,12.8,0.9,2.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Gabriel Gonzaga,Ben Rothwell,-115,105,86.95652174,105.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Heavyweight,MALE,3,0,1,0,18.5,0.4,0.5,1.75,0.2125,1,2,9,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,265,0,1,0,14.23076923,0.504615385,0.692307692,1.153846154,0.593846154,4,5,21,1,0,0,0,5,3,0,8,Orthodox,187.96,193.04,242,33,31,0,0,-3,-6,3,-12,-1,-4,-3,5.08,5.08,2,4.26923077,-0.192307692,0.596153846,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke
Thiago Tavares,Khabib Nurmagomedov,175,-190,175.0,52.63157895,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Lightweight,MALE,3,0,2,0,30.0,0.345,0.5,1.5,0.165,2,0,6,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,0,2,0,21.58333333,0.433333333,1.083333333,2.583333333,0.475,2,5,30,0,0,0,4,1,2,0,7,Orthodox,170.18,172.72,145,28,24,0,0,0,-5,5,-24,0,-1,-1,7.62,5.08,4,8.41666667,-0.583333333,-1.083333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows
Godofredo Pepey,Milton Vieira,155,-165,155.0,60.60606061,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Featherweight,MALE,3,1,0,0,30.0,0.38,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,32.0,0.38,1.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,Orthodox,170.18,185.42,145,25,34,0,0,0,0,0,0,-1,0,0,12.7,-2.54,-9,-2.0,-1.0,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Ronny Markes,Andrew Craig,-315,285,31.74603175,285.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,2,0,29.5,0.38,0.0,0.5,0.25,2,0,5,0,0,0,1,1,0,0,2,Orthodox,185.42,193.04,170,0,2,0,51.0,0.695,0.0,4.0,0.665,2,0,6,0,0,1,1,0,0,0,2,Orthodox,185.42,190.5,185,24,27,0,0,0,0,0,-1,0,1,0,0.0,2.54,-3,-21.5,0.0,-3.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Diego Nunes,Nik Lentz,-135,125,74.07407407,125.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,1,0,38.8,0.528,1.6,3.1,0.379,4,4,26,0,0,1,3,1,1,0,6,Orthodox,172.72,172.72,155,0,1,0,49.6,0.43200000000000005,0.0,1.0,0.3,1,2,15,0,0,1,2,0,0,0,3,Orthodox,167.64,170.18,145,30,28,0,0,3,3,-2,11,0,1,1,5.08,2.54,2,-10.8,1.6,2.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Edson Barboza,Lucas Martins,-320,290,31.25,290.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,145,1,0,0,40.4,0.44,0.0,0.8,0.4,4,1,13,0,0,1,1,2,0,0,4,Orthodox,180.34,190.5,155,26,24,1,0,-4,-4,1,-13,0,-2,0,2.54,-7.62,2,-40.4,0.0,-0.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Wagner Prado,Ildemar Alcantara,-215,195,46.51162791,195.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,2,0,0,2.0,0.15,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,205,26,30,2,0,0,0,2,-3,0,0,0,5.08,10.16,-4,-2.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar
Francisco Trinaldo,CJ Keith,-440,390,22.72727273,390.0,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Lightweight,MALE,3,1,0,0,5.0,0.71,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,185.0,155,1,0,0,33.0,0.63,1.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Southpaw,175.26,177.8,155,34,26,0,0,-1,-1,0,-3,0,-1,0,7.62,7.2,8,-28.0,-1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle
Junior Dos Santos,Cain Velasquez,-190,175,52.63157895,175.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,True,Heavyweight,MALE,5,0,1,0,36.44444444,0.601111111,0.222222222,1.7777777780000001,0.494444444,7,1,13,2,0,0,1,7,0,0,8,Orthodox,185.42,195.58,240,0,9,0,45.33333333,0.545555556,0.0,0.333333333,0.166666667,9,0,16,2,0,0,2,7,0,0,9,Orthodox,193.04,195.58,238,28,30,0,-8,-2,-1,-1,-3,0,0,0,-7.62,0.0,-2,-8.88888889,0.222222222,1.444444445,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Jim Miller,Joe Lauzon,-185,170,54.05405405,170.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,13.53846154,0.43076923100000003,1.615384615,1.384615385,0.44,3,4,22,0,0,0,0,2,7,0,9,Orthodox,177.8,180.34,155,1,0,0,24.07692308,0.329230769,2.076923077,1.5384615380000002,0.413076923,7,3,31,0,0,0,4,2,4,0,10,Southpaw,172.72,180.34,155,29,28,1,1,-4,-1,-1,-9,0,0,3,5.08,0.0,1,-10.53846154,-0.46153846200000004,-0.153846153,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Tim Boetsch,Costas Philippou,-145,135,68.96551724,135.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,4,0,36.2,0.426,0.4,0.6,0.332,4,1,13,0,0,1,2,1,0,0,4,Orthodox,180.34,185.42,185,0,4,0,32.8,0.51,0.5,1.5,0.21600000000000003,4,3,24,0,0,1,3,3,0,0,7,Orthodox,182.88,187.96,185,31,33,0,0,0,-3,2,-11,0,-2,0,-2.54,-2.54,-2,3.4,-0.1,-0.9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,
Yushin Okami,Alan Belcher,105,-115,105.0,86.95652174,12/29/2012,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,4,0,25.92307692,0.426153846,0.46153846200000004,0.307692308,0.20307692300000002,4,4,25,0,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,0,1,0,28.66666667,0.396,0.533333333,1.533333333,0.40666666700000004,4,4,41,1,0,1,5,4,0,1,11,Southpaw,187.96,190.5,170,31,28,0,3,0,-2,0,-16,-1,0,3,0.0,-5.08,3,-2.74358975,-0.071794871,-1.225641025,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Chris Leben,Derek Brunson,-144,134,69.44444444,134.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,185,1,0,0,25.84210526,0.456842105,0.526315789,0.894736842,0.39842105299999997,5,7,39,0,0,1,2,7,2,0,12,Southpaw,180.34,187.96,185,32,28,1,0,-5,-12,7,-39,0,-7,-2,5.08,7.62,4,-25.84210526,-0.526315789,-0.894736842,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Brad Pickett,Eddie Wineland,145,-155,145.0,64.51612903,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,32.0,0.26666666699999997,0.0,0.666666667,0.443333333,1,2,8,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,135,0,2,0,20.0,0.33,0.333333333,1.333333333,0.26666666699999997,2,1,4,0,0,0,0,1,1,0,2,Orthodox,167.64,172.72,135,34,28,0,-1,-1,-1,-1,4,0,0,-1,2.54,2.54,6,12.0,-0.333333333,-0.666666666,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Erik Perez,Byron Bloodworth,-475,420,21.05263158,420.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,17.0,0.22,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,2,0,13.5,0.75,0.5,0.0,0.0,2,0,2,0,0,0,0,1,1,0,2,Orthodox,172.72,172.72,135,23,29,-1,-2,-2,-2,-1,0,0,-1,-1,0.0,2.54,-6,3.5,-0.5,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Melvin Guillard,Jamie Varner,-140,130,71.42857143,130.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,31.75,0.43,0.75,3.5,0.775,2,2,8,0,0,0,0,1,1,0,2,Orthodox,172.72,182.88,155,1,0,0,17.83333333,0.408888889,0.055555556,0.7777777779999999,0.347222222,5,7,29,0,0,2,2,6,0,1,11,Orthodox,175.26,172.72,155,29,28,0,0,-3,-9,5,-21,0,-6,1,-2.54,10.16,1,13.91666667,0.694444444,2.722222222,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Michael Johnson,Myles Jury,-255,235,39.21568627,235.0,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,12.0,0.24,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,145,0,3,0,35.5,0.40666666700000004,0.0,0.333333333,0.333333333,3,2,13,1,0,0,2,2,0,0,4,Southpaw,177.8,185.42,145,26,24,0,-2,-2,-3,2,-12,-1,-2,1,0.0,0.0,2,-23.5,1.0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Philip De Fries,Todd Duffee,315,-345,315.0,28.98550725,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,27.5,0.54,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,260,0,1,0,18.66666667,0.47666666700000004,0.333333333,1.6666666669999999,0.31,1,1,6,0,0,0,1,0,1,0,2,Orthodox,195.58,208.28,250,26,27,-1,-1,0,-1,0,-2,0,1,-1,-5.08,-7.62,-1,8.83333333,-0.333333333,-1.6666666669999999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Leonard Garcia,Max Holloway,380,-430,380.0,23.25581395,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,2,0,52.66666667,0.33666666700000003,0.0,0.0,0.0,2,1,6,0,0,0,1,1,0,0,2,Orthodox,180.34,175.26,155,3,0,0,32.85714286,0.307142857,0.428571429,0.28571428600000004,0.094285714,1,5,18,0,0,1,0,0,1,0,2,Orthodox,177.8,175.26,145,33,21,3,2,1,0,4,-12,0,1,-1,2.54,0.0,12,19.80952381,-0.428571429,-0.28571428600000004,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
Chris Cariaso,John Moraga,130,-140,130.0,71.42857143,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,1,0,34.0,0.53,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,167.64,167.64,125,0,3,0,54.0,0.524,0.2,1.2,0.282,3,1,15,0,0,1,3,0,0,0,4,Southpaw,160.02,160.02,125,31,28,0,-2,-2,-3,1,-14,0,1,0,7.62,7.62,3,-20.0,-0.2,-1.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke
Roy Nelson,Matt Mitrione,-185,170,54.05405405,170.0,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,5,1,0,0,34.66666667,0.52,0.666666667,0.0,0.0,5,1,13,0,0,0,1,4,0,0,5,Switch,190.5,200.66,265,0,1,0,19.71428571,0.415714286,0.14285714300000002,0.428571429,0.214285714,2,3,15,1,0,0,0,4,0,0,4,Orthodox,182.88,182.88,263,36,34,-1,-1,3,1,2,-2,-1,0,0,7.62,17.78,2,14.95238096,0.523809524,-0.428571429,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Colton Smith,Mike Ricci,270,-300,270.0,33.33333333,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,True,Welterweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,195.58,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,155,25,26,0,0,0,0,0,0,0,0,0,0.0,15.24,-1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Pat Barry,Shane del Rosario,220,-240,220.0,41.66666667,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,32.0,0.65,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,250,1,0,0,19.33333333,0.535555556,0.111111111,0.0,0.0,1,5,15,0,0,0,1,3,0,0,4,Orthodox,180.34,187.96,235,33,29,0,0,-1,-4,4,-13,0,-3,0,12.7,12.7,4,12.66666667,-0.111111111,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Dustin Poirier,Jonathan Brookins,-270,248,37.03703704,248.0,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,25.0,0.4625,0.25,1.5,0.445,1,2,9,1,0,0,1,1,0,0,2,Southpaw,182.88,185.42,145,1,0,0,47.6,0.456,0.8,1.4,0.376,4,1,13,0,0,0,2,0,2,0,4,Southpaw,175.26,182.88,155,23,27,0,0,-3,-2,-1,-4,1,1,-2,7.62,2.54,-4,-22.6,-0.55,0.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke
Mike Pyle,James Head,-130,120,76.92307692,120.0,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,2,0,29.33333333,0.483333333,0.666666667,0.333333333,0.333333333,2,1,7,0,0,1,0,0,1,0,2,Orthodox,185.42,185.42,170,0,2,0,20.11111111,0.42,0.8888888890000001,1.222222222,0.28222222199999997,3,3,18,0,0,0,2,2,2,0,6,Orthodox,182.88,187.96,170,37,28,0,0,-1,-4,2,-11,0,-2,-1,2.54,-2.54,9,9.22222222,-0.222222222,-0.8888888890000001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee
